Record ID,Institute,WorkArea,CESSATION YEAR,Reason for ceasing employment,Contributing Factors. Career Move - Public Sector ,Contributing Factors. Career Move - Private Sector ,Contributing Factors. Career Move - Self-employment,Contributing Factors. Ill Health,Contributing Factors. Maternity/Family,Contributing Factors. Dissatisfaction,Contributing Factors. Job Dissatisfaction,Contributing Factors. Interpersonal Conflict,Contributing Factors. Study,Contributing Factors. Travel,Contributing Factors. Other,Contributing Factors. NONE,Gender.     What is your Gender?,CurrentAge.     Current Age,Employment Type.     Employment Type,Classification.     Classification,LengthofServiceOverall. Overall Length of Service at Institute (in years),LengthofServiceCurrent. Length of Service at current workplace (in years)
635017508419688000,Tropical North Institute of TAFE,Delivery (teaching),2013.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,Interpersonal Conflict,-,-,Other,-,Male,51-55,Temporary Full-time,Teacher (including LVT),Less than 1 year,Less than 1 year
635019417764844000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Female,41  45,Contract/casual,Administration (AO),1-2,Less than 1 year
635021852425625000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,36  40,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
635025280694687000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,51-55,Permanent Full-time,Administration (AO),3-4,3-4
635027942448125000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,-,-,Ill Health,-,-,-,-,-,-,-,-,Female,56 or older,Temporary Part-time,Operational (OO),1-2,1-2
635030575197812000,Brisbane North Institute of TAFE,Delivery (teaching),2013.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,41  45,Permanent Full-time,Administration (AO),5-6,3-4
635031425678438000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,26  30,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
635035655232813000,Mount Isa Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Female,26  30,Permanent Part-time,Administration (AO),Less than 1 year,Less than 1 year
635037423338906000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,41  45,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
635037453598125000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Male,41  45,Contract/casual,Administration (AO),3-4,Less than 1 year
635040151398125000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,-,-,-,Female,26  30,Temporary Full-time,Technical Officer (TO),1-2,1-2
635042565856250000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Female,41  45,Temporary Full-time,Administration (AO),5-6,5-6
635042809083906000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013.0,Termination,,,,,,,,,,,,,Female,36  40,Temporary Full-time,Administration (AO),3-4,3-4
635047878104375000,Tropical North Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,46  50,Permanent Part-time,Professional Officer (PO),5-6,5-6
635047983761250000,Central Queensland Institute of TAFE,Delivery (teaching),2013.0,Resignation,-,-,-,Ill Health,-,-,Job Dissatisfaction,-,-,-,-,-,Male,41  45,Permanent Full-time,Teacher (including LVT),Less than 1 year,Less than 1 year
635049577295469000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,-,-,Ill Health,-,-,-,-,-,-,-,-,,,,,,
635049585605000000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,-,-,Ill Health,-,-,-,-,-,-,-,-,Female,56 or older,Permanent Part-time,Operational (OO),3-4,3-4
635059151164844000,Mount Isa Institute of TAFE,Delivery (teaching),2013.0,Contract Expired,,,,,,,,,,,,,,,,,,
635059949710781000,Tropical North Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,26  30,Temporary Full-time,Administration (AO),1-2,1-2
635065177031604000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,,,,,
635065277683125000,Southern Queensland Institute of TAFE,Delivery (teaching),2013.0,Contract Expired,,,,,,,,,,,,,Female,56 or older,Temporary Part-time,Teacher (including LVT),Less than 1 year,Less than 1 year
635065973820625000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,21  25,Temporary Full-time,Operational (OO),5-6,5-6
635066785175197000,Barrier Reef Institute of TAFE,Delivery (teaching),2013.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Male,51-55,Temporary Full-time,Teacher (including LVT),1-2,1-2
635067716405666000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,,,,,,
635070442972541000,Tropical North Institute of TAFE,Delivery (teaching),2013.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,51-55,Permanent Full-time,Teacher (including LVT),5-6,1-2
635071153170979000,Southbank Institute of Technology,Non-Delivery (corporate),2013.0,Contract Expired,,,,,,,,,,,,,Female,41  45,Temporary Full-time,Professional Officer (PO),1-2,1-2
635073030973791000,Tropical North Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,-,Career Move - Self-employment,-,-,-,-,-,-,Travel,-,-,Female,26  30,Contract/casual,Administration (AO),3-4,1-2
