SNo,Date,StartupName,IndustryVertical,SubVertical,City,InvestorsName,InvestmentType,AmountInUSD,Remarks,year,yearmonth,CleanedAmount
2786,19/05/2015,Chaayos,Offline Tea Chain,nan,NCR,Tiger Global Management,Private Equity,"10,00,000",Series A,2015,2015-05-01,1000000.0
2787,19/05/2015,Akosha,Business Messaging App,nan,NCR,Sequoia Capital,Private Equity,"1,60,00,000",Series B,2015,2015-05-01,16000000.0
2788,19/05/2015,Cooey,Health Mobile App,nan,Bangalore,Subhash Goyal,Seed Funding,"4,70,000",nan,2015,2015-05-01,470000.0
2789,19/05/2015,MeetUniv,Online Ed-Tech Platform,nan,NCR,Peesh Venture Capital,Seed Funding,"10,00,000",nan,2015,2015-05-01,1000000.0
2790,19/05/2015,Inspirock,Online Travel Planning,nan,nan,MakeMyTrip Innovation Fund,Private Equity,nan,nan,2015,2015-05-01,-999.0
2791,19/05/2015,Crown-it,Hyperlocal Mobile Marketplace,nan,NCR,"Accel Partners, Helion Venture Partners",Private Equity,"55,00,000",Series A,2015,2015-05-01,5500000.0
2792,19/05/2015,Trucksfirst,Trucking Logistic Operations,nan,NCR,SAIF partners,Private Equity,"1,00,00,000",Series A,2015,2015-05-01,10000000.0
2793,20/05/2015,Lookup,B2C Messaging App,nan,Bangalore,Biz Stone,Private Equity,"30,00,000",Series A,2015,2015-05-01,3000000.0
2794,21/05/2015,SunTerrace,Rooftop Solar Plants,nan,NCR,Sunergy Investors,Private Equity,nan,nan,2015,2015-05-01,-999.0
2795,22/05/2015,Nudgespot,Customer Engagement Platform,nan,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding,"6,25,000",nan,2015,2015-05-01,625000.0
2796,22/05/2015,CarDekho,Online Car Portal,nan,Jaipur,HDFC Bank,Private Equity,nan,1% stake,2015,2015-05-01,-999.0
2797,22/05/2015,EveningFlavors,Online Table Reservation,nan,Bangalore,Sandiep Shrivatsava,Seed Funding,"5,00,000",nan,2015,2015-05-01,500000.0
2798,25/05/2015,Razorpay,Online Payment Gateway,nan,Bangalore,Punit Soni,Seed Funding,nan,nan,2015,2015-05-01,-999.0
2799,25/05/2015,ZenParent,Parents focused Web Content,nan,Bangalore,i2india Ventures,Seed Funding,"5,00,000",nan,2015,2015-05-01,500000.0
2800,25/05/2015,Newgen Payments,Payments Solution Provider,nan,NCR,Jan Manten,Seed Funding,nan,nan,2015,2015-05-01,-999.0
2801,26/05/2015,UrbanPro,On-demand Service marketplace,nan,Bangalore,Nirvana Venture Advisors,Private Equity,"20,00,000",Series A,2015,2015-05-01,2000000.0
2802,26/05/2015,Goodbox,On-Demand Business messaging,nan,Bangalore,Manipal Group,Seed Funding,"2,00,000",nan,2015,2015-05-01,200000.0
2803,26/05/2015,Renderlogy,Online Home D\\xc3\\xa9cor,nan,Hyderabad,Astarc Ventures,Private Equity,"10,00,000",Series A,2015,2015-05-01,1000000.0
2804,27/05/2015,Postman,API Workflow platform,nan,Bangalore,Nexus Venture Partners,Seed Funding,"10,00,000",Series A,2015,2015-05-01,1000000.0
2805,27/05/2015,Casa2inns,Affordable Hotel Booking Online,nan,NCR,"Accel Partners, Kalaari Capital",Private Equity,"50,00,000",Series A,2015,2015-05-01,5000000.0
2806,27/05/2015,FleetRover,Logistics Intelligence,nan,Goa,"Tim Chen, Sanjay Venkat",Seed Funding,"1,80,000",nan,2015,2015-05-01,180000.0
2807,28/05/2015,TheKarrier,Last Mile Logistics,nan,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,"2,40,000",nan,2015,2015-05-01,240000.0
2808,28/05/2015,Zoomcar,Self-driven Car rental,nan,Bangalore,Sequoia Capital,Private Equity,"50,00,000",Series B Interim Funding,2015,2015-05-01,5000000.0
2809,28/05/2015,Truweight,Weight Management Service,nan,Hyderabad,Kalaari Capital,Private Equity,nan,Series A,2015,2015-05-01,-999.0
2810,30/05/2015,Ather Energy,Electric Scooter Manufacturer,nan,Bangalore,Tiger Global,Private Equity,"1,20,00,000",Series A,2015,2015-05-01,12000000.0
2811,03/04/2015,Swiggy,Online Food Delivery,nan,Bangalore,"Accel Partners, SAIF Partners",Private Equity,"20,00,000",Series A,2015,2015-04-01,2000000.0
2812,04/04/2015,Bluegape,Web Content Publishing,nan,NCR,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,"2,00,000",nan,2015,2015-04-01,200000.0
2813,04/04/2015,KeepTrax,Location Based App,nan,Dallas / Hyderabad,nan,Seed Funding,"10,00,000",nan,2015,2015-04-01,1000000.0
2814,06/04/2015,InstaLively,Video Streaming,nan,NCR,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,"1,20,000",nan,2015,2015-04-01,120000.0
2815,07/04/2015,Pricejugaad,Price Comparison,nan,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,"1,65,000",nan,2015,2015-04-01,165000.0
2816,07/04/2015,Quikr,Online Classifieds,nan,Mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,"15,00,00,000",Series G (Check prev funding details here),2015,2015-04-01,150000000.0
2817,07/04/2015,PressPlay,Travel Entertainment,nan,NCR,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,"22,00,000",nan,2015,2015-04-01,2200000.0
2818,07/04/2015,LogiNext,Logistics Tech,nan,Mumbai,"Ajit Surana, Sanjay Mehta",Seed Funding,nan,nan,2015,2015-04-01,-999.0
2819,08/04/2015,FirstCry.com,E-Commerce,nan,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India, SAIF Partners, Vertex Ventures",Private Equity,"1,00,00,000","Series D ( In Feb it was announced they raised 26M, but it is 36M, so added here)",2015,2015-04-01,10000000.0
2820,08/04/2015,MobiKwik,Digital / Mobile Wallet,nan,NCR,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,"2,50,00,000",Series B,2015,2015-04-01,25000000.0
2821,08/04/2015,Olacabs,Cab Aggregator,nan,Bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,"40,00,00,000",Series E (Updated from 315M to 400M after Press Release),2015,2015-04-01,400000000.0
2822,09/04/2015,Gadgetwood,Device Repair Svcs,nan,NCR,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\\nNitin Singhal & Others",Seed Funding,"2,00,000",nan,2015,2015-04-01,200000.0
2823,09/04/2015,Bonhomia,Premium Beverages,nan,NCR,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,"20,00,000",nan,2015,2015-04-01,2000000.0
2824,09/04/2015,Changer Mints,Digital / Mobile Wallet,nan,Kolkata,Hyderabad based investor,Seed Funding,"1,65,000",nan,2015,2015-04-01,165000.0
2825,09/04/2015,Urban Ladder,Online Furnishing\\neCommerce,nan,Bangalore,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,"5,00,00,000",Series C,2015,2015-04-01,50000000.0
2826,09/04/2015,Purple Squirrel,Ed-Tech,nan,Mumbai,"Matrix Partners India, India Quotient",Private Equity,nan,Series B,2015,2015-04-01,-999.0
2827,10/04/2015,Whatfix,Interactive How-To Guides,nan,Bangalore,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,"9,00,000",nan,2015,2015-04-01,900000.0
2828,10/04/2015,iMMi Life,Mobile Health Tech,nan,Chennai,Unitus Seed Fund,Seed Funding,nan,nan,2015,2015-04-01,-999.0
2829,11/04/2015,Zomato,Restaurant Reviews,nan,NCR,Info Edge (India),Private Equity,"2,50,00,000",Late Stage,2015,2015-04-01,25000000.0
2830,13/04/2015,ZopNow,Online Grocer,nan,Bangalore,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,"1,00,00,000",Series B,2015,2015-04-01,10000000.0
2831,13/04/2015,Nayi Disha,Ed-Tech,nan,NCR,"Ajay Relan,",Seed Funding,"3,00,000",nan,2015,2015-04-01,300000.0
2832,13/04/2015,The Porter,Logistics Tech,nan,Mumbai,Kae Capital,Seed Funding,"5,00,000",nan,2015,2015-04-01,500000.0
2833,13/04/2015,Commeasure,Online Hotel Booking,nan,NCR,Jungle Ventures,Seed Funding,"10,00,000",nan,2015,2015-04-01,1000000.0
2834,13/04/2015,Capricoast,Online Kitchen Furniture,nan,Bangalore,Accel Partners India,Seed Funding,"12,50,000",nan,2015,2015-04-01,1250000.0
2835,14/04/2015,LocalOye,Hyper-local Online Services,nan,Mumbai,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,"50,00,000",Series A,2015,2015-04-01,5000000.0
2836,15/04/2015,Grofers,Hyper-Local Online/Mobile Grocery,nan,NCR,"Tiger Global, Sequoia Capital",Private Equity,"3,50,00,000",Series B,2015,2015-04-01,35000000.0
2837,15/04/2015,PepperTap,Hyper-Local Online/Mobile Grocery,nan,NCR,"SAIF Partners, Sequoia Capital",Private Equity,"1,00,00,000",Series A,2015,2015-04-01,10000000.0
2838,15/04/2015,PolicyBazaar,Online Policy Aggregator,nan,NCR,"PremjiInvest, Tiger Global, Ribbit Capital",Private Equity,"4,00,00,000",Series D,2015,2015-04-01,40000000.0
2839,16/04/2015,UrbanClap,Hyperlocal Mobile Services Marketplace,nan,NCR,"SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal",Seed Funding,"16,00,000",nan,2015,2015-04-01,1600000.0
2840,16/04/2015,Taskbob,OnDemand\\nMobile Handyman Services,nan,Mumbai,"Orios Venture Partners, Mayfield India",Seed Funding,"12,00,000",nan,2015,2015-04-01,1200000.0
2841,17/04/2015,Robosoft,Mobile App Development,nan,Udupi,"Ascent Capital, Kalaari Capital",Private Equity,"1,20,00,000",Series B,2015,2015-04-01,12000000.0
2842,18/04/2015,Doormint,On-Demand Handyman Services,nan,Mumbai,Powai Lake Ventures,Seed Funding,nan,nan,2015,2015-04-01,-999.0
2843,20/04/2015,Vyomo,Beauty & Wellness Mobile App,nan,NCR,YouWeCan Ventures,Seed Funding,nan,nan,2015,2015-04-01,-999.0
2844,20/04/2015,Pastiwala,Material Collection & Recycling,nan,Vadodara,Agnus Capital,Private Equity,"40,00,000",Series A,2015,2015-04-01,4000000.0
2845,20/04/2015,1mg (Healthkartplus),Online Pharmacy & Drug DB,nan,NCR,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",Private Equity,"60,00,000",Series A,2015,2015-04-01,6000000.0
2846,20/04/2015,Freshdesk,Online / Mobile Customer Support,nan,Chennai,"Tiger Global, Google Capital & Accel Partners",Private Equity,"5,00,00,000",Series E,2015,2015-04-01,50000000.0
2847,20/04/2015,Sulekha.com,Online Classifieds & Listings,nan,Chennai,GIC ventures,Private Equity,"2,80,00,000",Series C,2015,2015-04-01,28000000.0
2848,22/04/2015,FindYahan,Hyperlocal services marketplace,nan,NCR,The Phoenix Fund,Private Equity,nan,Series A,2015,2015-04-01,-999.0
2849,22/04/2015,Eat.Shop.Love,Fashion ECommerce,nan,Bangalore,Undisclosed Investor,Private Equity,"35,00,000",Series A,2015,2015-04-01,3500000.0
2850,22/04/2015,Avanti Learning,Private Coaching Centers,nan,NCR,"Michael & Susan Dell Foundation, Pearson Learning Fund",Private Equity,"15,00,000",Series A,2015,2015-04-01,1500000.0
2851,23/04/2015,Simplilearn,Online Certification Courses,nan,Bangalore,"Mayfield Ventures, Kalaari Capital, Helion Ventures",Private Equity,"1,50,00,000",Series C,2015,2015-04-01,15000000.0
2852,23/04/2015,Craftstvilla,Ethnic Product eCommerce,nan,Mumbai,"Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC",Private Equity,"1,80,00,000",Series B,2015,2015-04-01,18000000.0
2853,23/04/2015,HeadOut,Last Minute Travel Deals mobile marketplace,nan,Bangalore / SFO,"Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures",Seed Funding,"18,00,000",nan,2015,2015-04-01,1800000.0
2854,23/04/2015,happay,usiness expense management,nan,Bangalore,AngelPrime,Seed Funding,"5,00,000",nan,2015,2015-04-01,500000.0
2855,23/04/2015,Jugnoo,Auto Rickshaw based Logistics,nan,Chandigarh,"Rakesh Mathur, Vikas Taneja & others",Seed Funding,"10,00,000",nan,2015,2015-04-01,1000000.0
2856,23/04/2015,EazyDiner,Restaurant reservation app,nan,NCR,"Deepak Shahdadpuri, Gulpreet Kohli",Seed Funding,nan,nan,2015,2015-04-01,-999.0
2857,23/04/2015,Phone Warrior,Spam Call block App,nan,NCR,Lightspeed Ventures,Seed Funding,nan,Pre-Series A,2015,2015-04-01,-999.0
2858,24/04/2015,Coverfox,Online Insurance Aggregator,nan,Mumbai,"Accel US, Accel India, SAIF Partners.",Private Equity,"1,20,00,000",Series B,2015,2015-04-01,12000000.0
2859,27/04/2015,Torqus,Restaurant Management Platform,nan,Pune,S S Mukherji & Others,Seed Funding,"3,50,000",nan,2015,2015-04-01,350000.0
2860,27/04/2015,Grab,Food Logistics & Delivery,nan,Mumbai,"Oliphans Capital, Haresh Chawla",Seed Funding,"10,00,000",nan,2015,2015-04-01,1000000.0
2861,27/04/2015,LogicRoots,Interactive Educational Games,nan,Jaipur,"Ah! Ventures, Calcutta Angels, 91SpringBoard",Seed Funding,"4,00,000",nan,2015,2015-04-01,400000.0
2862,27/04/2015,GIBBS,Clean Tech,nan,NCR,Infuse Ventures fund,Private Equity,nan,Series B,2015,2015-04-01,-999.0
2863,28/04/2015,Babajobs,Grey collar Job Board,nan,Bangalore,SEEK Ltd & affiliates,Private Equity,"1,00,00,000",Series B,2015,2015-04-01,10000000.0
2864,28/04/2015,Urban Ladder,Online Furniture ecommerce,nan,Bangalore,"Anand Rajaraman, Venky Harinarayan",Private Equity,nan,Series D,2015,2015-04-01,-999.0
2865,28/04/2015,Jay Robotix,Robotic Program learning,nan,Hyderabad,Cross Border Angels & others,Seed Funding,"2,50,000",nan,2015,2015-04-01,250000.0
2866,28/04/2015,Naaptol.com,Tele-Shopping / eCommerce,nan,Mumbai,Mitsui & Co & existing investors,Private Equity,"2,15,00,000",Series C,2015,2015-04-01,21500000.0
2867,29/04/2015,ReGlobe,Used Gadgets Buy / Refurbishing,nan,NCR,"Bessemer Ventures, Blume Ventures",Seed Funding,"10,00,000",nan,2015,2015-04-01,1000000.0
2868,29/04/2015,Icertis,Cloud Enterprise Software,nan,Pune / US,"Greycroft Partners, Fidelity Growth Partners",Private Equity,"60,00,000",Series A,2015,2015-04-01,6000000.0
2869,29/04/2015,Tracxn,Startup Analytics platform,nan,Bangalore,SAIF Partners,Private Equity,"35,00,000",Series A,2015,2015-04-01,3500000.0
2870,29/04/2015,Dazo,Mobile Food Ordering app,nan,Bangalore,"Sumit Jain, Aprameya Radhakrishna, Alok Goel, Rajan Anandan, Amit Agrawal, Vinay Goel, Gaurav Munjal, Ashish Dev Kapur",Seed Funding,nan,nan,2015,2015-04-01,-999.0
2871,29/04/2015,Tradelab,Financial Markets Software,nan,Bangalore,Rainmatter,Seed Funding,"4,00,000",nan,2015,2015-04-01,400000.0
2872,29/04/2015,PiQube,Hiring Analytics platform,nan,Chennai,The HR Fund,Seed Funding,"5,00,000",nan,2015,2015-04-01,500000.0
2873,29/04/2015,Travel Triangle,Online Travel Marketplace,nan,NCR,"Bessemer Venture Partners, SAIF Partners",Private Equity,"80,00,000",Series B,2015,2015-04-01,8000000.0
2874,02/03/2015,TrulyMadly.com,nan,nan,nan,"Helion Venture Partners, Kae Capital",Private Equity,"55,00,000",Series A,2015,2015-03-01,5500000.0
2875,02/03/2015,InstaLively,nan,nan,nan,Group of Angel Investors,Seed Funding,"1,20,000",nan,2015,2015-03-01,120000.0
2876,03/03/2015,Vserv,nan,nan,nan,"Maverick Capital, IDG Ventures India",Private Equity,"1,50,00,000",nan,2015,2015-03-01,15000000.0
2877,03/03/2015,Intruo.com,nan,nan,nan,"Ashutosh Lawania, Alok Goel & others",Seed Funding,nan,nan,2015,2015-03-01,-999.0
2878,05/03/2015,Niffler,nan,nan,nan,SAIF Partners,Seed Funding,"10,00,000",nan,2015,2015-03-01,1000000.0
2879,05/03/2015,CustomFurnish.com,nan,nan,nan,"Madhukar Gangadi, Satish Reddy, Srini Raju, Srini Koppolu & SIDBI",Private Equity,"25,00,000",nan,2015,2015-03-01,2500000.0
2880,06/03/2015,MapMyGenome,nan,nan,nan,Rajan Anandan & other angel investors,Private Equity,"12,00,000",nan,2015,2015-03-01,1200000.0
2881,09/03/2015,Crowdfire (formerly Justunfollow),nan,nan,nan,Kalaari Capital,Private Equity,"25,00,000",nan,2015,2015-03-01,2500000.0
2882,09/03/2015,Bite Club,nan,nan,nan,"Powai Lake Ventures, Aneesh Reddy, Ashish Kashyap, Alok Mittal",Seed Funding,"5,00,000",nan,2015,2015-03-01,500000.0
2883,10/03/2015,Localbanya,nan,nan,nan,Shrem Strategies,Private Equity,nan,Series B,2015,2015-03-01,-999.0
2884,11/03/2015,Appedo,nan,nan,nan,Undisclosed Investors,Seed Funding,"10,00,000",nan,2015,2015-03-01,1000000.0
2885,11/03/2015,Fitraq.com,nan,nan,nan,Tarun Arora,Seed Funding,"1,50,000",nan,2015,2015-03-01,150000.0
2886,11/03/2015,ChargeBee,nan,nan,nan,"Tiger Global, Accel Partners",Private Equity,"50,00,000",Series B,2015,2015-03-01,5000000.0
2887,11/03/2015,Groupon India,nan,nan,nan,Sequoia Capital,Private Equity,"2,00,00,000",nan,2015,2015-03-01,20000000.0
2888,12/03/2015,Process 9,nan,nan,nan,"IAN Ventures, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, Ajai Chowdhry",Seed Funding,nan,nan,2015,2015-03-01,-999.0
2889,12/03/2015,MoonFrog Labs,nan,nan,nan,"Tiger Global, Sequoia Capital.",Private Equity,"1,50,00,000",Series A,2015,2015-03-01,15000000.0
2890,13/03/2015,Foodpanda,nan,nan,nan,Rocket Internet AG & others,Private Equity,"11,00,00,000",Series C,2015,2015-03-01,110000000.0
2891,13/03/2015,Paytm,nan,nan,nan,Ratan Tata,Private Equity,nan,More details,2015,2015-03-01,-999.0
2892,13/03/2015,DiabetOmics,nan,nan,nan,"VentureEast, Varaprasad Reddy",Private Equity,"50,00,000",Series C,2015,2015-03-01,5000000.0
2893,13/03/2015,Qyk,nan,nan,nan,"Powai Lake Ventures, Zishan Hayath, Abhishek Goyal, Sahil Barua",Seed Funding,nan,nan,2015,2015-03-01,-999.0
2894,14/03/2015,Daily Rounds,nan,nan,nan,"Kae Capital, GSF, Teruhide Sato",Seed Funding,"5,00,000",nan,2015,2015-03-01,500000.0
2895,14/03/2015,Orobind,nan,nan,nan,"Zishaan Hayath, Lalit Mangal, Harpreet Singh Grover",Seed Funding,"2,00,000",nan,2015,2015-03-01,200000.0
2896,14/03/2015,Routofy,nan,nan,nan,"Kunal Bahl, Rohit Bansal",Seed Funding,nan,nan,2015,2015-03-01,-999.0
2897,16/03/2015,Digital Gorkha,nan,nan,nan,Ramesh kavediya,Seed Funding,"1,66,000",nan,2015,2015-03-01,166000.0
2898,16/03/2015,NestAway,nan,nan,nan,"IDG Ventures, Naveen Tewari",Seed Funding,"13,00,000",nan,2015,2015-03-01,1300000.0
2899,16/03/2015,The Better India,nan,nan,nan,I-cube-N,Seed Funding,"1,66,000",nan,2015,2015-03-01,166000.0
2900,16/03/2015,Meru Cabs,nan,nan,nan,Value Fund Advisors,Private Equity,"5,00,00,000",nan,2015,2015-03-01,50000000.0
2901,17/03/2015,GolfLAN,nan,nan,nan,YourNest Angel Fund,Seed Funding,nan,nan,2015,2015-03-01,-999.0
2902,18/03/2015,Drivestream,nan,nan,nan,Wipro,Private Equity,"50,00,000",nan,2015,2015-03-01,5000000.0
2903,18/03/2015,wWhere,nan,nan,nan,Group of Angel Investors,Seed Funding,"2,00,000",nan,2015,2015-03-01,200000.0
2904,18/03/2015,GoJavas,nan,nan,nan,Snapdeal,Private Equity,nan,"Minority stake, Strategic",2015,2015-03-01,-999.0
2905,19/03/2015,Tripoto,nan,nan,nan,"IDG Ventures, Outbox Ventures",Private Equity,"20,00,000",Pre-Series A,2015,2015-03-01,2000000.0
2906,19/03/2015,Graphic India,nan,nan,nan,"CA Media LP, Start Media.",Seed Funding,"28,00,000",nan,2015,2015-03-01,2800000.0
2907,20/03/2015,Harness Handitouch,nan,nan,nan,Armat Group,Private Equity,nan,Series A,2015,2015-03-01,-999.0
2908,20/03/2015,Lets Corp,nan,nan,nan,Wu Chay Chin,Seed Funding,"30,00,000",nan,2015,2015-03-01,3000000.0
2909,20/03/2015,CollateBox,nan,nan,nan,LetsVenture,Seed Funding,"1,80,000",nan,2015,2015-03-01,180000.0
2910,20/03/2015,Mahindra First Choice,nan,nan,nan,Valiant Capital,Private Equity,"1,50,00,000",Series B,2015,2015-03-01,15000000.0
2911,21/03/2015,Round One,nan,nan,nan,"HT Media, Arun Duggal",Seed Funding,nan,nan,2015,2015-03-01,-999.0
2912,23/03/2015,RazorPay,nan,nan,nan,Y Combinator,Seed Funding,"1,20,000",nan,2015,2015-03-01,120000.0
2913,23/03/2015,Mosambee,nan,nan,nan,RVCF and SIDBI,Private Equity,nan,Series B,2015,2015-03-01,-999.0
2914,24/03/2015,Furlenco,nan,nan,nan,LightBox Ventures,Private Equity,"60,00,000",Series A,2015,2015-03-01,6000000.0
2915,24/03/2015,Cubito,nan,nan,nan,Sol Primero,Seed Funding,"1,60,000",nan,2015,2015-03-01,160000.0
2916,25/03/2015,Teabox,nan,nan,nan,"JAFCO Asia, Keystone Group, Dragoneer Investment, Accel Partners",Private Equity,"60,00,000",Series A,2015,2015-03-01,6000000.0
2917,25/03/2015,Artoo,nan,nan,nan,"Accion Venture Labs, Rianta Capital",Private Equity,"5,00,000",Series A,2015,2015-03-01,500000.0
2918,25/03/2015,Fxkart.com,nan,nan,nan,"Dr Mushtaq Shah, Dr Faraz Naqvi",Seed Funding,"20,00,000",nan,2015,2015-03-01,2000000.0
2919,25/03/2015,Rozgar Mela,nan,nan,nan,"Impact Investment Holding, Upaya Social Ventures",Seed Funding,nan,nan,2015,2015-03-01,-999.0
2920,25/03/2015,OYO Rooms,nan,nan,nan,"Greenoaks capital, Sequoia Capital, LightSpeed Ventures",Private Equity,"2,50,00,000",Series A,2015,2015-03-01,25000000.0
2921,26/03/2015,Roposo.com,nan,nan,nan,"Tiger Global Management, Indian Quotient, Binny Bansal",Private Equity,"50,00,000",Series A,2015,2015-03-01,5000000.0
2922,26/03/2015,Teewe,nan,nan,nan,"Sequoia Capital, India Quotient",Seed Funding,"17,50,000",nan,2015,2015-03-01,1750000.0
2923,26/03/2015,ePoise,nan,nan,nan,Undisclosed,Seed Funding,nan,nan,2015,2015-03-01,-999.0
2924,27/03/2015,Urjas,nan,nan,nan,Solidarity Venture Capital & others,Seed Funding,"1,00,000",nan,2015,2015-03-01,100000.0
